Statistical profiling result from isolate-0x130008000-64699-v8.log, (39114 ticks, 872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  t _Builtins_AsyncGeneratorPrototypeNext
      1    0.0%    0.0%  t _Builtins_ArrayUnshift
      1    0.0%    0.0%  t _Builtins_ArrayPrototypePop
      1    0.0%    0.0%  t _Builtins_ArrayFrom
      1    0.0%    0.0%  T v8impl::Reference::Ref()
      1    0.0%    0.0%  T node::loader::ModuleWrap::Link(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      1    0.0%    0.0%  T node::ParseEncoding(char const*, node::encoding)
      1    0.0%    0.0%  T node::Buffer::Length(v8::Local<v8::Object>)
      1    0.0%    0.0%  T node::Buffer::Data(v8::Local<v8::Value>)
      1    0.0%    0.0%  T node::BaseObject::MakeWeak()
      1    0.0%    0.0%  T node::AsyncWrap::AsyncWrap(node::Environment*, v8::Local<v8::Object>, node::AsyncWrap::ProviderType, double)
      1    0.0%    0.0%  T icu_76::UnicodeString::doIndexOf(char16_t, int, int) const
      1    0.0%    0.0%  T _uv_udp_try_send
      1    0.0%    0.0%  T _ucnv_detectUnicodeSignature_76
      1    0.0%    0.0%  T _ucasemap_toTitle_76
      1    0.0%    0.0%  T _u_shapeArabic_76
      1    0.0%    0.0%  T _pthread_mutex_lock
      1    0.0%    0.0%  T _pthread_attr_getguardsize
      1    0.0%    0.0%  T _ossl_rcu_lock_free
      1    0.0%    0.0%  T _os_sync_wake_by_address_any
      1    0.0%    0.0%  T _os_sync_wait_on_address
      1    0.0%    0.0%  T _napi_reference_ref
      1    0.0%    0.0%  T _napi_get_reference_value
      1    0.0%    0.0%  T _mach_port_get_attributes
      1    0.0%    0.0%  T _getentropy
      1    0.0%    0.0%  T __simple_vdprintf
      1    0.0%    0.0%  T _OSSL_trace_string
      1    0.0%    0.0%  T _IDEA_ofb64_encrypt
      1    0.0%    0.0%  T _EVP_PKEY_CTX_set_dh_pad
      1    0.0%    0.0%  T _EVP_CIPHER_CTX_get_algor_params

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  12339   31.5%  T node::errors::DecorateErrorStack(node::Environment*, v8::Local<v8::Value>, v8::Local<v8::Message>)
   2094   17.0%    JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
    856   40.9%      JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
    856  100.0%        t _Builtins_AsyncFunctionAwaitResolveClosure
    609   29.1%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
    609  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
    609  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
    609  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
    590   28.2%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
    590  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
    590  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
    590  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
     28    1.3%      JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
     28  100.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
     28  100.0%          JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     28  100.0%            JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
    838    6.8%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
    838  100.0%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
    838  100.0%        JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
    838  100.0%          JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
    838  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
    673    5.5%    JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
    673  100.0%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
    673  100.0%        JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
    673  100.0%          JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
    673  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
    591    4.8%    t _Builtins_ObjectAssign
    251   42.5%      JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:426:17
    119   47.4%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
    115   96.6%          JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
    115  100.0%            JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      4    3.4%          t _Builtins_ArrayReduce
      3   75.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:146:26
      1   25.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
     51   20.3%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:146:26
     49   96.1%          JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
     49  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2    3.9%          JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
     47   18.7%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:156:50
     46   97.9%          JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
     46  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1    2.1%          t _Builtins_ArrayReduce
      1  100.0%            JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:226:34
     23    9.2%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
     12   52.2%          t _Builtins_ArrayForEach
     12  100.0%            JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
     11   47.8%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
     11  100.0%            t _Builtins_ArrayMap
      5    2.0%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      5  100.0%          t _Builtins_ArrayMap
      5  100.0%            JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      3    1.2%        JS: *mergeDeep /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:56:21
      2   66.7%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/EntityMetadata.js:556:31
      2  100.0%            t _Builtins_ArrayReduce
      1   33.3%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:156:50
      1  100.0%            t _Builtins_ArrayReduce
      3    1.2%        JS: *Subject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:21:16
      3  100.0%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
      3  100.0%            t _Builtins_ArrayForEach
    198   33.5%      JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
    130   65.7%        JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
    123   94.6%          JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
    122   99.2%            t _Builtins_AsyncFunctionAwaitResolveClosure
      7    5.4%          t _Builtins_AsyncFunctionAwaitResolveClosure
     57   28.8%        JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     52   91.2%          JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     52  100.0%            JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      5    8.8%          JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      5  100.0%            JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      6    3.0%        JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      6  100.0%          JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      6  100.0%            JS: +getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
      4    2.0%        JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      3   75.0%          JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      3  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      1   25.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
     93   15.7%      JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     93  100.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     93  100.0%          JS: *getRawAndEntities /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:673:28
     57   61.3%            JS: *getMany /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:747:18
     34   36.6%            JS: *insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:78:17
      2    2.2%            JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectDatabaseEntityLoader.js:31:58
     29    4.9%      JS: *clone /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryExpressionMap.js:266:10
     29  100.0%        JS: *QueryBuilder /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:32:16
     27   93.1%          JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
     27  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      2    6.9%          JS: *InsertQueryBuilder /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:19:16
      2  100.0%            JS: +insert /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:297:17
      7    1.2%      JS: +getParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:225:18
      7  100.0%        JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      3   42.9%          JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      2   66.7%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      1   33.3%            JS: ^executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      2   28.6%          JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      2  100.0%            JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1   14.3%          JS: ^execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%            JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1   14.3%          JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1  100.0%            JS: ^executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      7    1.2%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
      5   71.4%        JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
      5  100.0%          t _Builtins_ArrayMap
      5  100.0%            JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:35:18
      2   28.6%        t _Builtins_ArrayForEach
      2  100.0%          JS: ^<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:59:70
      2  100.0%            t _Builtins_ArrayMap
    409    3.3%    JS: ^parseJSONFromBytes node:internal/deps/undici/undici:5737:32
    409  100.0%      JS: ^<anonymous> node:internal/deps/undici/undici:5717:51
    409  100.0%        JS: ^fullyReadBody node:internal/deps/undici/undici:4598:33
    409  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
    354   86.6%            JS: +processTicksAndRejections node:internal/process/task_queues:72:35
     41   10.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     14    3.4%            JS: ^processTicksAndRejections node:internal/process/task_queues:72:35
    336    2.7%    t _Builtins_ArrayPrototypeJoin
    139   41.4%      JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     64   46.0%        JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
     64  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
     46   33.1%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:75:50
     46  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
     46  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     28   20.1%        JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:87:50
     28  100.0%          JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/sqlite3.js:7:21
     28  100.0%            JS: *object.<computed> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/sqlite3/lib/trace.js:6:32
     54   16.1%      JS: *createInsertExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:257:27
     42   77.8%        JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:29:13
     41   97.6%          JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     41  100.0%            JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
      1    2.4%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%            JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
     12   22.2%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     12  100.0%          JS: *execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:38:18
     10   83.3%            JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      2   16.7%            t _Builtins_AsyncFunctionAwaitResolveClosure
     49   14.6%      JS: *createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
     25   51.0%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
     25  100.0%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     25  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     24   49.0%        JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
     20   83.3%          JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     20  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      3   12.5%          JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      3  100.0%            JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      1    4.2%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1  100.0%            JS: *loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
     19    5.7%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1630:28
     18   94.7%        JS: *buildEscapedEntityColumnSelects /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1608:36
     18  100.0%          JS: *createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
     11   61.1%            JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      7   38.9%            JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1    5.3%        JS: +buildEscapedEntityColumnSelects /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1608:36
      1  100.0%          JS: +createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
      1  100.0%            JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
     16    4.8%      JS: *formatValue node:internal/util/inspect:810:21
     16  100.0%        JS: *formatProperty node:internal/util/inspect:1999:24
     16  100.0%          JS: *formatArray node:internal/util/inspect:1804:21
     16  100.0%            JS: *formatRaw node:internal/util/inspect:888:19
     16    4.8%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:293:22
     16  100.0%        JS: *transformColumns /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:135:21
     10   62.5%          JS: *transformRawResultsGroup /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:100:29
     10  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      6   37.5%          JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
      6  100.0%            JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
     14    4.2%      JS: *group /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:65:10
      7   50.0%        JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
      7  100.0%          JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      7  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure
      7   50.0%        JS: *executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      7  100.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      8    2.4%      JS: +createSelectExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1056:27
      5   62.5%        JS: +getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      5  100.0%          JS: +getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      5  100.0%            JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      3   37.5%        JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      3  100.0%          JS: +loadRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2193:25
      3  100.0%            JS: +executeEntitiesAndRawResults /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1972:39
      5    1.5%      JS: *createWhereConditionExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:692:35
      3   60.0%        JS: *createWhereConditionExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:692:35
      3  100.0%          JS: *createWhereExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:538:26
      2   66.7%            JS: *getQueryAndParameters /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:260:26
      1   33.3%            JS: *getQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:50:13
      2   40.0%        JS: *buildWhere /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:2490:15
      2  100.0%          JS: *applyFindOptions /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1775:21
      2  100.0%            JS: +find /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/entity-manager/EntityManager.js:549:15
    285    2.3%    t _Builtins_RegExpPrototypeReplace
    285  100.0%      JS: *strEscape node:internal/util/inspect:518:19
    284   99.6%        JS: *<anonymous> node:internal/util/inspect:1700:11
    284  100.0%          t _Builtins_ArrayMap
    279   98.2%            JS: *formatValue node:internal/util/inspect:810:21
      5    1.8%            JS: *formatPrimitive node:internal/util/inspect:1683:25
    258    2.1%    JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:426:17
    147   57.0%      JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:156:50
    139   94.6%        JS: *executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
    132   95.0%          t _Builtins_AsyncFunctionAwaitResolveClosure
      7    5.0%          JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:64:18
      7  100.0%            JS: +execute /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:35:18
      8    5.4%        t _Builtins_ArrayReduce
      6   75.0%          JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:226:34
      6  100.0%            JS: +executeInsertOperations /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:196:34
      1   12.5%          JS: ^createValueSetAndPopChangeMap /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/Subject.js:154:34
