Statistical profiling result from isolate-0x130008000-64699-v8.log, (39114 ticks, 872 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/ReturningResultsEntityUpdator.js:119:44
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:831:79
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/InsertQueryBuilder.js:91:90
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectExecutor.js:654:34
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectDatabaseEntityLoader.js:35:43
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/SubjectDatabaseEntityLoader.js:122:37

 [C++]:
   ticks  total  nonlib   name
  12339   31.5%   33.0%  T node::errors::DecorateErrorStack(node::Environment*, v8::Local<v8::Value>, v8::Local<v8::Message>)
   6769   17.3%   18.1%  T _thread_info
   1227    3.1%    3.3%  t _Builtins_LoadIC_Megamorphic
   1042    2.7%    2.8%  t v8impl::(anonymous namespace)::FunctionCallbackWrapper::Invoke(v8::FunctionCallbackInfo<v8::Value> const&)
   1017    2.6%    2.7%  T _task_policy_set
    606    1.5%    1.6%  t _Builtins_KeyedLoadIC_Megamorphic
    500    1.3%    1.3%  t _Builtins_StringAdd_CheckNone
    354    0.9%    0.9%  T _recvmsg
    324    0.8%    0.9%  t _Builtins_KeyedStoreIC_Megamorphic
    256    0.7%    0.7%  t _Builtins_ArrayPrototypeJoin
    227    0.6%    0.6%  T _semaphore_destroy
    178    0.5%    0.5%  T _mach_absolute_time
    169    0.4%    0.5%  T node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
    151    0.4%    0.4%  t _Builtins_GetProperty
    149    0.4%    0.4%  T _mig_get_reply_port
    145    0.4%    0.4%  t _Builtins_FindOrderedHashMapEntry
    130    0.3%    0.3%  T _write
    123    0.3%    0.3%  t _Builtins_LoadIC
    109    0.3%    0.3%  t _Builtins_FindOrderedHashSetEntry
     84    0.2%    0.2%  t _Builtins_RunMicrotasks
     83    0.2%    0.2%  t _Builtins_LoadICTrampoline_Megamorphic
     80    0.2%    0.2%  t _Builtins_RecordWriteSaveFP
     80    0.2%    0.2%  T __os_semaphore_dispose
     77    0.2%    0.2%  t _Builtins_ArrayPrototypePush
     75    0.2%    0.2%  t _Builtins_FulfillPromise
     75    0.2%    0.2%  T __os_semaphore_create
     74    0.2%    0.2%  t __os_nospin_lock_unlock_slow
     73    0.2%    0.2%  t _Builtins_ResumeGeneratorTrampoline
     59    0.2%    0.2%  t _Builtins_CEntry_Return1_ArgvOnStack_NoBuiltinExit
     58    0.1%    0.2%  t _Builtins_MapPrototypeSet
     58    0.1%    0.2%  T _mach_vm_map
     57    0.1%    0.2%  t _Builtins_SetDataProperties
     56    0.1%    0.1%  t _Builtins_AsyncFunctionAwait
     54    0.1%    0.1%  t _Builtins_StringSubstring
     52    0.1%    0.1%  t _Builtins_StringIndexOf
     52    0.1%    0.1%  t _Builtins_CompileLazy
     52    0.1%    0.1%  T ___pthread_init
     50    0.1%    0.1%  t _Builtins_CallFunction_ReceiverIsNullOrUndefined
     49    0.1%    0.1%  t _Builtins_CallFunction_ReceiverIsAny
     48    0.1%    0.1%  t _Builtins_ArrayMap
     47    0.1%    0.1%  t _Builtins_ResolvePromise
     46    0.1%    0.1%  t _Builtins_ArraySingleArgumentConstructor_HoleySmi_DisableAllocationSites
     45    0.1%    0.1%  t _Builtins_KeyedHasIC_Megamorphic
     44    0.1%    0.1%  t _Builtins_RegExpReplace
     44    0.1%    0.1%  t _Builtins_GrowFastSmiOrObjectElements
     43    0.1%    0.1%  t _Builtins_RegExpPrototypeExec
     43    0.1%    0.1%  t _Builtins_ObjectPrototypeHasOwnProperty
     42    0.1%    0.1%  T _task_set_special_port
     41    0.1%    0.1%  t std::__1::ostreambuf_iterator<char, std::__1::char_traits<char>> std::__1::__pad_and_output[abi:un170006]<char, std::__1::char_traits<char>>(std::__1::ostreambuf_iterator<char, std::__1::char_traits<char>>, char const*, char const*, char const*, std::__1::ios_base&, char)
     40    0.1%    0.1%  t _Builtins_ArrayIncludesSmiOrObject
     37    0.1%    0.1%  t __os_once_gate_broadcast
     36    0.1%    0.1%  t __pthread_mutex_global_init
     36    0.1%    0.1%  t _Builtins_SetPrototypeAdd
     36    0.1%    0.1%  t _Builtins_ArrayPrototypeSlice
     35    0.1%    0.1%  t _Builtins_RegExpSplit
     34    0.1%    0.1%  t _Builtins_RegExpMatchFast
     33    0.1%    0.1%  t _Builtins_ArrayIteratorPrototypeNext
     31    0.1%    0.1%  t _udec
     31    0.1%    0.1%  t __os_nospin_lock_lock_slow
     31    0.1%    0.1%  t _Builtins_ToString
     31    0.1%    0.1%  t _Builtins_ToName
     31    0.1%    0.1%  t _Builtins_StringEqual
     31    0.1%    0.1%  t _Builtins_JSBuiltinsConstructStub
     31    0.1%    0.1%  t _Builtins_CEntry_Return1_ArgvOnStack_BuiltinExit
     27    0.1%    0.1%  t _Builtins_Call_ReceiverIsAny
     26    0.1%    0.1%  t __pthread_bsdthread_init
     24    0.1%    0.1%  T _pthread_key_init_np
     24    0.1%    0.1%  T _napi_typeof
     24    0.1%    0.1%  T _mach_port_get_attributes
     24    0.1%    0.1%  T __kernelrpc_mach_port_get_refs
     23    0.1%    0.1%  t _Builtins_ObjectKeys
     22    0.1%    0.1%  t std::__1::basic_ostream<char, std::__1::char_traits<char>>& std::__1::__put_character_sequence[abi:un170006]<char, std::__1::char_traits<char>>(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, char const*, unsigned long)
     22    0.1%    0.1%  T node::InternalCallbackScope::Close()
     21    0.1%    0.1%  t _Builtins_PerformPromiseThen
     21    0.1%    0.1%  t _Builtins_ObjectAssign
     21    0.1%    0.1%  t _Builtins_NewPromiseCapability
     21    0.1%    0.1%  t _Builtins_MapConstructor
     21    0.1%    0.1%  t _Builtins_KeyedLoadICTrampoline_Megamorphic
     21    0.1%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined
     21    0.1%    0.1%  T node::InternalCallbackScope::InternalCallbackScope(node::Environment*, v8::Local<v8::Object>, node::async_context const&, int, v8::Local<v8::Value>)
     21    0.1%    0.1%  T _pthread_key_create
     21    0.1%    0.1%  T ___platform_sigaction
     20    0.1%    0.1%  t _Builtins_StoreIC
     19    0.0%    0.1%  t _Builtins_StoreIC_Megamorphic
     19    0.0%    0.1%  t _Builtins_ObjectGetOwnPropertyDescriptor
     19    0.0%    0.1%  t _Builtins_CreateDataProperty
     19    0.0%    0.1%  t _Builtins_ArrayFilter
     19    0.0%    0.1%  T ___sigaltstack
     18    0.0%    0.0%  t _inet_pton4
     18    0.0%    0.0%  t _Builtins_SetProperty
     18    0.0%    0.0%  t _Builtins_PromiseFulfillReactionJob
     18    0.0%    0.0%  t _Builtins_AsyncFunctionEnter
     17    0.0%    0.0%  t _Builtins_ObjectEntries
     17    0.0%    0.0%  t _Builtins_EnqueueMicrotask
     17    0.0%    0.0%  t _Builtins_CallWithArrayLike
     17    0.0%    0.0%  t _Builtins_CallVarargs
     17    0.0%    0.0%  t _Builtins_CallApiCallbackOptimizedNoProfiling
     16    0.0%    0.0%  t __pthread_main_thread_init
     16    0.0%    0.0%  t _Builtins_ToBooleanForBaselineJump
     16    0.0%    0.0%  t _Builtins_FastNewClosure
     16    0.0%    0.0%  t _Builtins_AsyncFunctionAwaitResolveClosure
     16    0.0%    0.0%  T _napi_open_handle_scope
     15    0.0%    0.0%  t _Builtins_StrictEqual_Baseline
     15    0.0%    0.0%  t _Builtins_StrictEqual
     15    0.0%    0.0%  t _Builtins_ArrayConstructorImpl
     15    0.0%    0.0%  T _uv_os_gethostname
     15    0.0%    0.0%  T _task_get_special_port
     15    0.0%    0.0%  T __kernelrpc_mach_port_get_set_status
     14    0.0%    0.0%  t _Builtins_StringPrototypeTrim
     14    0.0%    0.0%  t _Builtins_SetConstructor
     14    0.0%    0.0%  T _napi_close_handle_scope
     13    0.0%    0.0%  t _Builtins_RegExpPrototypeTestFast
     13    0.0%    0.0%  t _Builtins_LoadIC_StringLength
     13    0.0%    0.0%  t _Builtins_JSEntry
     13    0.0%    0.0%  t _Builtins_DefineNamedOwnIC
     13    0.0%    0.0%  t _Builtins_CallFunction_ReceiverIsNotNullOrUndefined
     13    0.0%    0.0%  T node::async_context_frame::set(v8::Isolate*, v8::Local<v8::Value>)
     12    0.0%    0.0%  t _Builtins_StringPrototypeReplace
     12    0.0%    0.0%  t _Builtins_StringPrototypeMatch
     12    0.0%    0.0%  t _Builtins_OrdinaryGetOwnPropertyDescriptor
     12    0.0%    0.0%  t _Builtins_LoadJoinElement_FastSmiOrObjectElements_0
     12    0.0%    0.0%  t _Builtins_FastNewObject
     11    0.0%    0.0%  t _Builtins_SuspendGeneratorBaseline
     11    0.0%    0.0%  t _Builtins_SubString
     11    0.0%    0.0%  t _Builtins_StringPrototypeRepeat
     11    0.0%    0.0%  t _Builtins_RegExpConstructor
     11    0.0%    0.0%  t _Builtins_CreateShallowObjectLiteral
     11    0.0%    0.0%  T node_napi_env__::can_call_into_js() const
     11    0.0%    0.0%  T node::AsyncHooks::push_async_context(double, double, v8::Local<v8::Object>)
     11    0.0%    0.0%  T _OSAtomicCompareAndSwap64
     10    0.0%    0.0%  t _Builtins_LoadGlobalIC
     10    0.0%    0.0%  t _Builtins_CallApiGetter
     10    0.0%    0.0%  t _Builtins_CallApiCallbackGeneric
     10    0.0%    0.0%  T _napi_reference_unref
     10    0.0%    0.0%  T _napi_get_reference_value
     10    0.0%    0.0%  T _napi_create_string_utf8
     10    0.0%    0.0%  T ___rmdir
      9    0.0%    0.0%  t unsigned long std::__1::__hash_table<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::__unordered_map_hasher<unsigned long, std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, true>, std::__1::__unordered_map_equal<unsigned long, std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::equal_to<unsigned long>, std::__1::hash<unsigned long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>>>::__erase_unique<unsigned long>(unsigned long const&)
      9    0.0%    0.0%  t std::__1::vector<v8::internal::LocalUnchecked<v8::Object>, std::__1::allocator<v8::internal::LocalUnchecked<v8::Object>>>::resize(unsigned long)
      9    0.0%    0.0%  t node::EnvGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  t icu_76::KhmerBreakEngine::KhmerBreakEngine(icu_76::DictionaryMatcher*, UErrorCode&)
      9    0.0%    0.0%  t _Builtins_LoadIC_NoFeedback
      9    0.0%    0.0%  t _Builtins_KeyedStoreIC
      9    0.0%    0.0%  t _Builtins_IterableToListWithSymbolLookup
      9    0.0%    0.0%  t _Builtins_CreateObjectFromSlowBoilerplateHelper
      9    0.0%    0.0%  t _Builtins_Call_ReceiverIsNotNullOrUndefined_Baseline_Compact
      9    0.0%    0.0%  t _Builtins_ArrayPrototypeSplice
      8    0.0%    0.0%  t v8impl::TryCatch::~TryCatch()
      8    0.0%    0.0%  t _Builtins_PromiseResolve
      8    0.0%    0.0%  t _Builtins_ObjectGetOwnPropertyNames
      8    0.0%    0.0%  t _Builtins_KeyedLoadIC
      8    0.0%    0.0%  t _Builtins_JSEntryTrampoline
      8    0.0%    0.0%  T node::Environment::RunAndClearNativeImmediates(bool)
      8    0.0%    0.0%  T node::AsyncHooks::pop_async_context(double)
      8    0.0%    0.0%  T _napi_get_value_string_utf8
      7    0.0%    0.0%  t __pthread_set_main_qos
      7    0.0%    0.0%  t _Builtins_ToInteger
      7    0.0%    0.0%  t _Builtins_StringPrototypeStartsWith
      7    0.0%    0.0%  t _Builtins_StringPrototypeSplit
      7    0.0%    0.0%  t _Builtins_PromiseAll
      7    0.0%    0.0%  t _Builtins_NumberToString
      7    0.0%    0.0%  t _Builtins_MapPrototypeGet
      7    0.0%    0.0%  t _Builtins_CloneObjectIC_Slow
      7    0.0%    0.0%  T node::Emit(node::Environment*, double, node::AsyncHooks::Fields, v8::Local<v8::Function>)
      7    0.0%    0.0%  T _napi_set_named_property
      7    0.0%    0.0%  T _napi_call_function
      6    0.0%    0.0%  t v8impl::(anonymous namespace)::Unwrap(napi_env__*, napi_value__*, void**, v8impl::(anonymous namespace)::UnwrapAction)
      6    0.0%    0.0%  t std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, void*>*>, bool> std::__1::__hash_table<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::__unordered_map_hasher<unsigned long, std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, true>, std::__1::__unordered_map_equal<unsigned long, std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::equal_to<unsigned long>, std::__1::hash<unsigned long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>>>::__emplace_unique_key_args<unsigned long, std::__1::pair<unsigned long, v8::Global<v8::Value>>>(unsigned long const&, std::__1::pair<unsigned long, v8::Global<v8::Value>>&&)
      6    0.0%    0.0%  t _post
      6    0.0%    0.0%  t _Builtins_StringPrototypeCharCodeAt
      6    0.0%    0.0%  t _Builtins_OrdinaryHasInstance
      6    0.0%    0.0%  t _Builtins_NewSloppyArgumentsElements
      6    0.0%    0.0%  t _Builtins_LoadICBaseline
      6    0.0%    0.0%  t _Builtins_JSRunMicrotasksEntry
      6    0.0%    0.0%  t _Builtins_FunctionPrototypeCall
      6    0.0%    0.0%  t _Builtins_CloneObjectIC
      6    0.0%    0.0%  t _Builtins_CallForwardVarargs
      6    0.0%    0.0%  t _Builtins_BaselineOutOfLinePrologue
      6    0.0%    0.0%  t _Builtins_BaselineLeaveFrame
      6    0.0%    0.0%  t _Builtins_ArrayIncludesSmi
      6    0.0%    0.0%  t (anonymous namespace)::uvimpl::Work::AfterThreadPoolWork(int)
      6    0.0%    0.0%  T v8impl::Reference::Unref()
      6    0.0%    0.0%  T node::Environment::RunAndClearInterrupts()
      6    0.0%    0.0%  T node::AsyncResource::~AsyncResource()
      6    0.0%    0.0%  T _sha256_block_data_order
      6    0.0%    0.0%  T _napi_get_cb_info
      6    0.0%    0.0%  T _napi_create_async_work
      6    0.0%    0.0%  T _host_get_clock_service
      5    0.0%    0.0%  t std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<v8impl::RefTracker*, void*>*>, bool> std::__1::__hash_table<v8impl::RefTracker*, std::__1::hash<v8impl::RefTracker*>, std::__1::equal_to<v8impl::RefTracker*>, std::__1::allocator<v8impl::RefTracker*>>::__emplace_unique_key_args<v8impl::RefTracker*, v8impl::RefTracker*&>(v8impl::RefTracker* const&, v8impl::RefTracker*&)
      5    0.0%    0.0%  t std::__1::__hash_iterator<std::__1::__hash_node<unsigned long long, void*>*> std::__1::__hash_table<unsigned long long, std::__1::hash<unsigned long long>, std::__1::equal_to<unsigned long long>, std::__1::allocator<unsigned long long>>::find<unsigned long long>(unsigned long long const&)
      5    0.0%    0.0%  t node::ThreadPoolWork::ScheduleWork()::'lambda'(uv_work_s*, int)::operator()(uv_work_s*, int) const
      5    0.0%    0.0%  t __pthread_key_global_init
      5    0.0%    0.0%  t _Builtins_ToBoolean
      5    0.0%    0.0%  t _Builtins_StringRepeat
      5    0.0%    0.0%  t _Builtins_RegExpPrototypeSplit
      5    0.0%    0.0%  t _Builtins_PromiseResolveThenableJob
      5    0.0%    0.0%  t _Builtins_KeyedStoreICTrampoline_Megamorphic
      5    0.0%    0.0%  t _Builtins_KeyedLoadIC_PolymorphicName
      5    0.0%    0.0%  t _Builtins_Call_ReceiverIsNotNullOrUndefined
      5    0.0%    0.0%  t _Builtins_CallFunctionTemplate_Generic
      5    0.0%    0.0%  t _Builtins_ArrayIndexOfSmiOrObject
      5    0.0%    0.0%  t _Builtins_ArrayForEach
      5    0.0%    0.0%  T node::async_context_frame::exchange(v8::Isolate*, v8::Local<v8::Value>)
      5    0.0%    0.0%  T node::InternalCallbackScope::~InternalCallbackScope()
      5    0.0%    0.0%  T _uv_tty_set_mode
      5    0.0%    0.0%  T _pthread_mutex_lock
      5    0.0%    0.0%  T _napi_get_null
      5    0.0%    0.0%  T _napi_create_double
      4    0.0%    0.0%  t std::__1::vector<v8::internal::LocalUnchecked<v8::Object>, std::__1::allocator<v8::internal::LocalUnchecked<v8::Object>>>::shrink_to_fit()
      4    0.0%    0.0%  t non-virtual thunk to (anonymous namespace)::uvimpl::Work::AfterThreadPoolWork(int)
      4    0.0%    0.0%  t icu_76::Normalizer2WithImpl::normalizeSecondAndAppend(icu_76::UnicodeString&, icu_76::UnicodeString const&, signed char, UErrorCode&) const
      4    0.0%    0.0%  t __pthread_rwlock_check_init_slow
      4    0.0%    0.0%  t __flush_reset
      4    0.0%    0.0%  t _Builtins_NewRestArgumentsElements
      4    0.0%    0.0%  t _Builtins_LoadICTrampoline
      4    0.0%    0.0%  t _Builtins_InterpreterEntryTrampoline
      4    0.0%    0.0%  t _Builtins_GetOwnPropertyDescriptor
      4    0.0%    0.0%  t _Builtins_FunctionPrototypeHasInstance
      4    0.0%    0.0%  t _Builtins_CloneFastJSArrayFillingHoles
      4    0.0%    0.0%  t _Builtins_ArraySingleArgumentConstructor_HoleySmi_DontOverride
      4    0.0%    0.0%  t _Builtins_ArrayIndexOfSmi
      4    0.0%    0.0%  t _Builtins_ArrayIncludes
      4    0.0%    0.0%  T node::Environment::CheckImmediate(uv_check_s*)
