Statistical profiling result from isolate-0x118008000-64678-v8.log, (6882 ticks, 113 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/persistence/EntityPersistExecutor.js:62:34
      1    0.0%    0.0%  JS: +<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:56:28
      1    0.0%    0.0%  JS: +#getModuleCachedImports node:internal/modules/esm/module_map:54:26
      1    0.0%    0.0%  JS: *visit file:///Users/epoplive/aigent-smith-clean/code-indexer/packages/code-intelligence/dist/code-parser/parsers/JavaScriptParser.js:962:23
      1    0.0%    0.0%  JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:33:14
      1    0.0%    0.0%  JS: *transform /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/PlainObjectToNewEntityTransformer.js:13:14
      1    0.0%    0.0%  JS: *token /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33532:17
      1    0.0%    0.0%  JS: *stringLiteral node:internal/deps/cjs-module-lexer/lexer:1252:24
      1    0.0%    0.0%  JS: *skipOuterExpressions /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:31603:30
      1    0.0%    0.0%  JS: *scanJsxIdentifier /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:14359:29
      1    0.0%    0.0%  JS: *replacePropertyNamesForTheWholeQuery /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:432:41
      1    0.0%    0.0%  JS: *reduceToSingleString node:internal/util/inspect:2095:30
      1    0.0%    0.0%  JS: *query /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:42:16
      1    0.0%    0.0%  JS: *parseVariableDeclaration /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:37835:36
      1    0.0%    0.0%  JS: *parseUpdateExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36297:33
      1    0.0%    0.0%  JS: *parsePropertyAccessExpressionRest /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36698:45
      1    0.0%    0.0%  JS: *parsePostfixTypeOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35497:36
      1    0.0%    0.0%  JS: *parseObjectLiteralElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36974:37
      1    0.0%    0.0%  JS: *parseLiteralLikeNode /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34689:32
      1    0.0%    0.0%  JS: *parseKeywordAndNoDot /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35312:32
      1    0.0%    0.0%  JS: *parseJsxElementOrSelfClosingElementOrFragment /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36372:57
      1    0.0%    0.0%  JS: *parseJsxChildren /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36470:28
      1    0.0%    0.0%  JS: *parseIntersectionTypeOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35608:41
      1    0.0%    0.0%  JS: *parseDelimitedList /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34468:30
      1    0.0%    0.0%  JS: *parseAssignmentExpressionOrHigher /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:35806:45
      1    0.0%    0.0%  JS: *nextToken /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33542:21
      1    0.0%    0.0%  JS: *mergeDeep /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:56:21
      1    0.0%    0.0%  JS: *merge /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/util/OrmUtils.js:426:17
      1    0.0%    0.0%  JS: *makeBinaryExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:36185:32
      1    0.0%    0.0%  JS: *isWhiteSpaceSingleLine /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11716:32
      1    0.0%    0.0%  JS: *isStartOfParameter /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34906:30
      1    0.0%    0.0%  JS: *isNodeArray /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:15407:21
      1    0.0%    0.0%  JS: *isListElement2 /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:34009:26
      1    0.0%    0.0%  JS: *isConflictMarkerTrivia /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:11849:32
      1    0.0%    0.0%  JS: *hasExtendedUnicodeEscape /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12118:31
      1    0.0%    0.0%  JS: *handler /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:71:42
      1    0.0%    0.0%  JS: *getPathFromURLPosix node:internal/url:1484:29
      1    0.0%    0.0%  JS: *getEntityValue /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/metadata/RelationMetadata.js:244:19
      1    0.0%    0.0%  JS: *get node:internal/bootstrap/node:465:8
      1    0.0%    0.0%  JS: *formatRaw node:internal/util/inspect:888:19
      1    0.0%    0.0%  JS: *forEachChildInPropertyAccessExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32467:88
      1    0.0%    0.0%  JS: *forEachChildInJsxExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32691:66
      1    0.0%    0.0%  JS: *forEachChildInJsxElement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32674:60
      1    0.0%    0.0%  JS: *forEachChildInExpressionStatement /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32537:78
      1    0.0%    0.0%  JS: *forEachChildInCallOrNewExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:32781:43
      1    0.0%    0.0%  JS: *dirname node:path:1365:10
      1    0.0%    0.0%  JS: *createNodeArray /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:33813:27
      1    0.0%    0.0%  JS: *createIdentifier /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:25511:28
      1    0.0%    0.0%  JS: *createBaseCallExpression /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:26466:36
      1    0.0%    0.0%  JS: *charCodeUnchecked /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:12175:29
      1    0.0%    0.0%  JS: *bindParentToChildIgnoringJSDoc /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:22956:42
      1    0.0%    0.0%  JS: *basename node:path:1396:11
      1    0.0%    0.0%  JS: *arrayEach file:///Users/epoplive/aigent-smith-clean/code-indexer/node_modules/lodash-es/_arrayEach.js:10:19
      1    0.0%    0.0%  JS: *QueryExpressionMap /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryExpressionMap.js:16:16
      1    0.0%    0.0%  JS: *NodeObject /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typescript/lib/typescript.js:150861:14
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/transformer/RawSqlResultsToEntityTransformer.js:286:25
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1679:35
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:1678:50
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/SelectQueryBuilder.js:116:90
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/query-builder/QueryBuilder.js:365:18
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/typeorm/driver/sqlite/SqliteQueryRunner.js:56:28
      1    0.0%    0.0%  JS: *<anonymous> /Users/epoplive/aigent-smith-clean/code-indexer/node_modules/ignore/index.js:508:25

 [C++]:
   ticks  total  nonlib   name
   3194   46.4%   48.2%  T _task_policy_set
    985   14.3%   14.9%  T node::errors::DecorateErrorStack(node::Environment*, v8::Local<v8::Value>, v8::Local<v8::Message>)
    349    5.1%    5.3%  T _thread_info
    182    2.6%    2.7%  T _mach_absolute_time
    147    2.1%    2.2%  T node::loader::ModuleWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
     89    1.3%    1.3%  T _mig_get_reply_port
     77    1.1%    1.2%  T _write
     74    1.1%    1.1%  t _Builtins_LoadIC_Megamorphic
     42    0.6%    0.6%  t _Builtins_LoadIC
     42    0.6%    0.6%  T _task_set_special_port
     35    0.5%    0.5%  T ___pthread_init
     30    0.4%    0.5%  t v8impl::(anonymous namespace)::FunctionCallbackWrapper::Invoke(v8::FunctionCallbackInfo<v8::Value> const&)
     30    0.4%    0.5%  t __pthread_mutex_global_init
     24    0.3%    0.4%  T _semaphore_destroy
     23    0.3%    0.3%  T _recvmsg
     20    0.3%    0.3%  t __pthread_bsdthread_init
     20    0.3%    0.3%  T _pthread_key_init_np
     19    0.3%    0.3%  t std::__1::basic_ostream<char, std::__1::char_traits<char>>& std::__1::__put_character_sequence[abi:un170006]<char, std::__1::char_traits<char>>(std::__1::basic_ostream<char, std::__1::char_traits<char>>&, char const*, unsigned long)
     19    0.3%    0.3%  T ___rmdir
     18    0.3%    0.3%  t _Builtins_StringAdd_CheckNone
     17    0.2%    0.3%  t std::__1::ostreambuf_iterator<char, std::__1::char_traits<char>> std::__1::__pad_and_output[abi:un170006]<char, std::__1::char_traits<char>>(std::__1::ostreambuf_iterator<char, std::__1::char_traits<char>>, char const*, char const*, char const*, std::__1::ios_base&, char)
     17    0.2%    0.3%  T _pthread_key_create
     16    0.2%    0.2%  t _Builtins_GetProperty
     15    0.2%    0.2%  t _Builtins_KeyedStoreIC_Megamorphic
     13    0.2%    0.2%  t _Builtins_KeyedLoadIC_Megamorphic
     12    0.2%    0.2%  t __os_nospin_lock_unlock_slow
     12    0.2%    0.2%  t _Builtins_FindOrderedHashMapEntry
      9    0.1%    0.1%  t __pthread_main_thread_init
      9    0.1%    0.1%  t __os_once_gate_broadcast
      8    0.1%    0.1%  t __pthread_set_main_qos
      8    0.1%    0.1%  t _Builtins_SetPrototypeAdd
      8    0.1%    0.1%  t _Builtins_ArrayPrototypeJoin
      8    0.1%    0.1%  T __kernelrpc_mach_port_get_set_status
      7    0.1%    0.1%  t _Builtins_StoreIC
      7    0.1%    0.1%  t _Builtins_Call_ReceiverIsNotNullOrUndefined_Baseline_Compact
      7    0.1%    0.1%  t _Builtins_AsyncFunctionEnter
      7    0.1%    0.1%  T _mach_port_get_attributes
      6    0.1%    0.1%  t _Builtins_ToBooleanForBaselineJump
      6    0.1%    0.1%  t _Builtins_StringSubstring
      6    0.1%    0.1%  t _Builtins_StrictEqual_Baseline
      6    0.1%    0.1%  t _Builtins_StoreIC_Megamorphic
      6    0.1%    0.1%  t _Builtins_ObjectPrototypeHasOwnProperty
      6    0.1%    0.1%  t _Builtins_LoadIC_NoFeedback
      6    0.1%    0.1%  t _Builtins_CompileLazy
      6    0.1%    0.1%  t _Builtins_CallFunction_ReceiverIsAny
      6    0.1%    0.1%  T _mach_vm_map
      6    0.1%    0.1%  T _mach_make_memory_entry_64
      5    0.1%    0.1%  t _Builtins_StringIndexOf
      5    0.1%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined_Baseline_Compact
      5    0.1%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined
      5    0.1%    0.1%  t _Builtins_CallFunction_ReceiverIsNullOrUndefined
      5    0.1%    0.1%  t _Builtins_BaselineLeaveFrame
      5    0.1%    0.1%  t _Builtins_ArrayPrototypeUnshift
      5    0.1%    0.1%  t _Builtins_ArrayPrototypePush
      5    0.1%    0.1%  T __os_semaphore_dispose
      4    0.1%    0.1%  t _Builtins_ToString
      4    0.1%    0.1%  t _Builtins_StoreICBaseline
      4    0.1%    0.1%  t _Builtins_RunMicrotasks
      4    0.1%    0.1%  t _Builtins_RecordWriteSaveFP
      4    0.1%    0.1%  t _Builtins_FindOrderedHashSetEntry
      4    0.1%    0.1%  t _Builtins_FastNewClosure
      4    0.1%    0.1%  t _Builtins_CEntry_Return1_ArgvOnStack_NoBuiltinExit
      4    0.1%    0.1%  t _Builtins_ArrayPrototypeSlice
      4    0.1%    0.1%  t _Builtins_ArrayMap
      4    0.1%    0.1%  t _Builtins_ArrayIteratorPrototypeNext
      4    0.1%    0.1%  T _host_get_clock_service
      4    0.1%    0.1%  T ___sigaltstack
      3    0.0%    0.0%  t __os_nospin_lock_lock_slow
      3    0.0%    0.0%  t _Builtins_StringSlowFlatten
      3    0.0%    0.0%  t _Builtins_StringPrototypeStartsWith
      3    0.0%    0.0%  t _Builtins_RegExpPrototypeExec
      3    0.0%    0.0%  t _Builtins_RecordWriteIgnoreFP
      3    0.0%    0.0%  t _Builtins_MapPrototypeSet
      3    0.0%    0.0%  t _Builtins_LoadICTrampoline_Megamorphic
      3    0.0%    0.0%  t _Builtins_LoadGlobalIC
      3    0.0%    0.0%  t _Builtins_KeyedLoadIC
      3    0.0%    0.0%  t _Builtins_JSBuiltinsConstructStub
      3    0.0%    0.0%  t _Builtins_GrowFastSmiOrObjectElements
      3    0.0%    0.0%  t _Builtins_GreaterThan_Baseline
      3    0.0%    0.0%  t _Builtins_FulfillPromise
      3    0.0%    0.0%  t _Builtins_ArrayPrototypeFind
      3    0.0%    0.0%  t _Builtins_ArrayFilter
      3    0.0%    0.0%  T _task_get_special_port
      3    0.0%    0.0%  T __os_semaphore_create
      2    0.0%    0.0%  t void std::__1::__tree_balance_after_insert[abi:un170006]<std::__1::__tree_node_base<void*>*>(std::__1::__tree_node_base<void*>*, std::__1::__tree_node_base<void*>*)
      2    0.0%    0.0%  t v8impl::TryCatch::~TryCatch()
      2    0.0%    0.0%  t std::__1::pair<std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, void*>*>, bool> std::__1::__hash_table<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::__unordered_map_hasher<unsigned long, std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, true>, std::__1::__unordered_map_equal<unsigned long, std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>, std::__1::equal_to<unsigned long>, std::__1::hash<unsigned long>, true>, std::__1::allocator<std::__1::__hash_value_type<unsigned long, v8::Global<v8::Value>>>>::__emplace_unique_key_args<unsigned long, std::__1::pair<unsigned long, v8::Global<v8::Value>>>(unsigned long const&, std::__1::pair<unsigned long, v8::Global<v8::Value>>&&)
      2    0.0%    0.0%  t icu_76::BurmeseBreakEngine::divideUpDictionaryRange(UText*, int, int, icu_76::UVector32&, signed char, UErrorCode&) const
      2    0.0%    0.0%  t getCacheEntry(char const*, UErrorCode&)
      2    0.0%    0.0%  t _udec
      2    0.0%    0.0%  t _Builtins_SubString
      2    0.0%    0.0%  t _Builtins_StringPrototypeTrim
      2    0.0%    0.0%  t _Builtins_StringEqual
      2    0.0%    0.0%  t _Builtins_StrictEqual_WithFeedback
      2    0.0%    0.0%  t _Builtins_SetDataProperties
      2    0.0%    0.0%  t _Builtins_ResumeGeneratorBaseline
      2    0.0%    0.0%  t _Builtins_ResolvePromise
      2    0.0%    0.0%  t _Builtins_RegExpReplace
      2    0.0%    0.0%  t _Builtins_ObjectAssign
      2    0.0%    0.0%  t _Builtins_LoadICTrampoline
      2    0.0%    0.0%  t _Builtins_LoadICBaseline
      2    0.0%    0.0%  t _Builtins_KeyedStoreIC
      2    0.0%    0.0%  t _Builtins_KeyedHasIC
      2    0.0%    0.0%  t _Builtins_JSEntry
      2    0.0%    0.0%  t _Builtins_InterpreterEntryTrampoline
      2    0.0%    0.0%  t _Builtins_HandleApiCallOrConstruct
      2    0.0%    0.0%  t _Builtins_Call_ReceiverIsAny
      2    0.0%    0.0%  t _Builtins_CallApiGetter
      2    0.0%    0.0%  t _Builtins_BaselineOutOfLinePrologue
      2    0.0%    0.0%  t _Builtins_AsyncFunctionAwait
      2    0.0%    0.0%  t _Builtins_ArrayReduce
      2    0.0%    0.0%  t _Builtins_ArrayForEach
      2    0.0%    0.0%  t _Builtins_Add_Baseline
      2    0.0%    0.0%  T node::async_context_frame::set(v8::Isolate*, v8::Local<v8::Value>)
      2    0.0%    0.0%  T _uv_guess_handle
      2    0.0%    0.0%  T _os_sync_wake_by_address_any
      2    0.0%    0.0%  T _napi_typeof
      2    0.0%    0.0%  T _napi_get_reference_value
      2    0.0%    0.0%  T _napi_call_function
      2    0.0%    0.0%  T _mach_port_get_set_status
      2    0.0%    0.0%  T ___platform_sigaction
      2    0.0%    0.0%  T _OSAtomicCompareAndSwap64
      1    0.0%    0.0%  t std::__1::vector<v8::internal::LocalUnchecked<v8::Object>, std::__1::allocator<v8::internal::LocalUnchecked<v8::Object>>>::shrink_to_fit()
      1    0.0%    0.0%  t std::__1::__hash_iterator<std::__1::__hash_node<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, unsigned long>, void*>*> std::__1::__hash_table<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, unsigned long>, std::__1::__unordered_map_hasher<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, unsigned long>, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, true>, std::__1::__unordered_map_equal<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, unsigned long>, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>, true>, std::__1::allocator<std::__1::__hash_value_type<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>, unsigned long>>>::find<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)
